MOVIE,member_no,DEPARTMENT.y,gender,gender_count
The Jungle Book_(2016),17,Music by_,Men,1
The Jungle Book_(2016),17,Music Department_,Men,28
The Jungle Book_(2016),17,Music Department_,Other,4
The Jungle Book_(2016),17,Music Department_,Women,13
The Jungle Book_(2016),17,Other crew_,Men,49
The Jungle Book_(2016),17,Other crew_,Other,5
The Jungle Book_(2016),17,Other crew_,Women,22
The Jungle Book_(2016),17,Produced by_,Men,4
The Jungle Book_(2016),17,Produced by_,Women,3
The Jungle Book_(2016),17,Production Design by_,Men,1
The Jungle Book_(2016),17,Production Management_,Men,10
The Jungle Book_(2016),17,Production Management_,Other,1
The Jungle Book_(2016),17,Production Management_,Women,6
The Jungle Book_(2016),17,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),17,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),17,Set Decoration by_,Women,1
The Jungle Book_(2016),17,Sound Department_,Men,36
The Jungle Book_(2016),17,Sound Department_,Women,5
The Jungle Book_(2016),17,Special Effects by_,Men,16
The Jungle Book_(2016),17,Special Effects by_,Other,1
The Jungle Book_(2016),17,Special Effects by_,Women,4
The Jungle Book_(2016),17,Stunts_,Men,17
The Jungle Book_(2016),17,Stunts_,Other,1
The Jungle Book_(2016),17,Stunts_,Women,2
The Jungle Book_(2016),17,Thanks_,Men,2
The Jungle Book_(2016),17,Thanks_,Other,1
The Jungle Book_(2016),17,Transportation Department_,Men,8
The Jungle Book_(2016),17,Transportation Department_,Women,1
The Jungle Book_(2016),17,Visual Effects by_,Men,888
The Jungle Book_(2016),17,Visual Effects by_,Other,80
The Jungle Book_(2016),17,Visual Effects by_,Women,252
The Jungle Book_(2016),17,Writing Credits _,Men,2
The Jungle Book_(2016),8,Animation Department_,Men,77
The Jungle Book_(2016),8,Animation Department_,Other,6
The Jungle Book_(2016),8,Animation Department_,Women,12
The Jungle Book_(2016),8,Art Department_,Men,73
The Jungle Book_(2016),8,Art Department_,Other,1
The Jungle Book_(2016),8,Art Department_,Women,20
The Jungle Book_(2016),8,Art Direction by_,Men,4
The Jungle Book_(2016),8,Art Direction by_,Other,1
The Jungle Book_(2016),8,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),8,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),8,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),8,Casting By_,Women,1
The Jungle Book_(2016),8,Casting Department_,Men,5
The Jungle Book_(2016),8,Casting Department_,Other,1
The Jungle Book_(2016),8,Casting Department_,Women,5
The Jungle Book_(2016),8,Cinematography by_,Men,1
The Jungle Book_(2016),8,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),8,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),8,Costume Design by_,Women,1
The Jungle Book_(2016),8,Directed by_,Men,1
The Jungle Book_(2016),8,Editorial Department_,Men,17
The Jungle Book_(2016),8,Editorial Department_,Other,1
The Jungle Book_(2016),8,Editorial Department_,Women,6
The Jungle Book_(2016),8,Film Editing by_,Men,2
The Jungle Book_(2016),8,Location Management_,Men,1
The Jungle Book_(2016),8,Location Management_,Women,1
The Jungle Book_(2016),8,Makeup Department_,Men,2
The Jungle Book_(2016),8,Makeup Department_,Women,2
The Jungle Book_(2016),8,Music by_,Men,1
The Jungle Book_(2016),8,Music Department_,Men,28
The Jungle Book_(2016),8,Music Department_,Other,4
The Jungle Book_(2016),8,Music Department_,Women,13
The Jungle Book_(2016),8,Other crew_,Men,49
The Jungle Book_(2016),8,Other crew_,Other,5
The Jungle Book_(2016),8,Other crew_,Women,22
The Jungle Book_(2016),8,Produced by_,Men,4
The Jungle Book_(2016),8,Produced by_,Women,3
The Jungle Book_(2016),8,Production Design by_,Men,1
The Jungle Book_(2016),8,Production Management_,Men,10
The Jungle Book_(2016),8,Production Management_,Other,1
The Jungle Book_(2016),8,Production Management_,Women,6
The Jungle Book_(2016),8,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),8,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),8,Set Decoration by_,Women,1
The Jungle Book_(2016),8,Sound Department_,Men,36
The Jungle Book_(2016),8,Sound Department_,Women,5
The Jungle Book_(2016),8,Special Effects by_,Men,16
The Jungle Book_(2016),8,Special Effects by_,Other,1
The Jungle Book_(2016),8,Special Effects by_,Women,4
The Jungle Book_(2016),8,Stunts_,Men,17
The Jungle Book_(2016),8,Stunts_,Other,1
The Jungle Book_(2016),8,Stunts_,Women,2
The Jungle Book_(2016),8,Thanks_,Men,2
The Jungle Book_(2016),8,Thanks_,Other,1
The Jungle Book_(2016),8,Transportation Department_,Men,8
The Jungle Book_(2016),8,Transportation Department_,Women,1
The Jungle Book_(2016),8,Visual Effects by_,Men,888
The Jungle Book_(2016),8,Visual Effects by_,Other,80
The Jungle Book_(2016),8,Visual Effects by_,Women,252
The Jungle Book_(2016),8,Writing Credits _,Men,2
The Jungle Book_(2016),41,Animation Department_,Men,77
The Jungle Book_(2016),41,Animation Department_,Other,6
The Jungle Book_(2016),41,Animation Department_,Women,12
The Jungle Book_(2016),41,Art Department_,Men,73
The Jungle Book_(2016),41,Art Department_,Other,1
The Jungle Book_(2016),41,Art Department_,Women,20
The Jungle Book_(2016),41,Art Direction by_,Men,4
The Jungle Book_(2016),41,Art Direction by_,Other,1
The Jungle Book_(2016),41,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),41,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),41,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),41,Casting By_,Women,1
The Jungle Book_(2016),41,Casting Department_,Men,5
The Jungle Book_(2016),41,Casting Department_,Other,1
The Jungle Book_(2016),41,Casting Department_,Women,5
The Jungle Book_(2016),41,Cinematography by_,Men,1
The Jungle Book_(2016),41,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),41,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),41,Costume Design by_,Women,1
The Jungle Book_(2016),41,Directed by_,Men,1
The Jungle Book_(2016),41,Editorial Department_,Men,17
The Jungle Book_(2016),41,Editorial Department_,Other,1
The Jungle Book_(2016),41,Editorial Department_,Women,6
The Jungle Book_(2016),41,Film Editing by_,Men,2
The Jungle Book_(2016),41,Location Management_,Men,1
The Jungle Book_(2016),41,Location Management_,Women,1
The Jungle Book_(2016),41,Makeup Department_,Men,2
The Jungle Book_(2016),41,Makeup Department_,Women,2
The Jungle Book_(2016),41,Music by_,Men,1
The Jungle Book_(2016),41,Music Department_,Men,28
The Jungle Book_(2016),41,Music Department_,Other,4
The Jungle Book_(2016),41,Music Department_,Women,13
The Jungle Book_(2016),41,Other crew_,Men,49
The Jungle Book_(2016),41,Other crew_,Other,5
The Jungle Book_(2016),41,Other crew_,Women,22
The Jungle Book_(2016),41,Produced by_,Men,4
The Jungle Book_(2016),41,Produced by_,Women,3
The Jungle Book_(2016),41,Production Design by_,Men,1
The Jungle Book_(2016),41,Production Management_,Men,10
The Jungle Book_(2016),41,Production Management_,Other,1
The Jungle Book_(2016),41,Production Management_,Women,6
The Jungle Book_(2016),41,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),41,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),41,Set Decoration by_,Women,1
The Jungle Book_(2016),41,Sound Department_,Men,36
The Jungle Book_(2016),41,Sound Department_,Women,5
The Jungle Book_(2016),41,Special Effects by_,Men,16
The Jungle Book_(2016),41,Special Effects by_,Other,1
The Jungle Book_(2016),41,Special Effects by_,Women,4
The Jungle Book_(2016),41,Stunts_,Men,17
The Jungle Book_(2016),41,Stunts_,Other,1
The Jungle Book_(2016),41,Stunts_,Women,2
The Jungle Book_(2016),41,Thanks_,Men,2
The Jungle Book_(2016),41,Thanks_,Other,1
The Jungle Book_(2016),41,Transportation Department_,Men,8
The Jungle Book_(2016),41,Transportation Department_,Women,1
The Jungle Book_(2016),41,Visual Effects by_,Men,888
The Jungle Book_(2016),41,Visual Effects by_,Other,80
The Jungle Book_(2016),41,Visual Effects by_,Women,252
The Jungle Book_(2016),41,Writing Credits _,Men,2
The Jungle Book_(2016),21,Animation Department_,Men,77
The Jungle Book_(2016),21,Animation Department_,Other,6
The Jungle Book_(2016),21,Animation Department_,Women,12
The Jungle Book_(2016),21,Art Department_,Men,73
The Jungle Book_(2016),21,Art Department_,Other,1
The Jungle Book_(2016),21,Art Department_,Women,20
The Jungle Book_(2016),21,Art Direction by_,Men,4
The Jungle Book_(2016),21,Art Direction by_,Other,1
The Jungle Book_(2016),21,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),21,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),21,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),21,Casting By_,Women,1
The Jungle Book_(2016),21,Casting Department_,Men,5
The Jungle Book_(2016),21,Casting Department_,Other,1
The Jungle Book_(2016),21,Casting Department_,Women,5
The Jungle Book_(2016),21,Cinematography by_,Men,1
The Jungle Book_(2016),21,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),21,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),21,Costume Design by_,Women,1
The Jungle Book_(2016),21,Directed by_,Men,1
The Jungle Book_(2016),21,Editorial Department_,Men,17
The Jungle Book_(2016),21,Editorial Department_,Other,1
The Jungle Book_(2016),21,Editorial Department_,Women,6
The Jungle Book_(2016),21,Film Editing by_,Men,2
The Jungle Book_(2016),21,Location Management_,Men,1
The Jungle Book_(2016),21,Location Management_,Women,1
The Jungle Book_(2016),21,Makeup Department_,Men,2
The Jungle Book_(2016),21,Makeup Department_,Women,2
The Jungle Book_(2016),21,Music by_,Men,1
The Jungle Book_(2016),21,Music Department_,Men,28
The Jungle Book_(2016),21,Music Department_,Other,4
The Jungle Book_(2016),21,Music Department_,Women,13
The Jungle Book_(2016),21,Other crew_,Men,49
The Jungle Book_(2016),21,Other crew_,Other,5
The Jungle Book_(2016),21,Other crew_,Women,22
The Jungle Book_(2016),21,Produced by_,Men,4
The Jungle Book_(2016),21,Produced by_,Women,3
The Jungle Book_(2016),21,Production Design by_,Men,1
The Jungle Book_(2016),21,Production Management_,Men,10
The Jungle Book_(2016),21,Production Management_,Other,1
The Jungle Book_(2016),21,Production Management_,Women,6
The Jungle Book_(2016),21,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),21,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),21,Set Decoration by_,Women,1
The Jungle Book_(2016),21,Sound Department_,Men,36
The Jungle Book_(2016),21,Sound Department_,Women,5
The Jungle Book_(2016),21,Special Effects by_,Men,16
The Jungle Book_(2016),21,Special Effects by_,Other,1
The Jungle Book_(2016),21,Special Effects by_,Women,4
The Jungle Book_(2016),21,Stunts_,Men,17
The Jungle Book_(2016),21,Stunts_,Other,1
The Jungle Book_(2016),21,Stunts_,Women,2
The Jungle Book_(2016),21,Thanks_,Men,2
The Jungle Book_(2016),21,Thanks_,Other,1
The Jungle Book_(2016),21,Transportation Department_,Men,8
The Jungle Book_(2016),21,Transportation Department_,Women,1
The Jungle Book_(2016),21,Visual Effects by_,Men,888
The Jungle Book_(2016),21,Visual Effects by_,Other,80
The Jungle Book_(2016),21,Visual Effects by_,Women,252
The Jungle Book_(2016),21,Writing Credits _,Men,2
The Jungle Book_(2016),20,Animation Department_,Men,77
The Jungle Book_(2016),20,Animation Department_,Other,6
The Jungle Book_(2016),20,Animation Department_,Women,12
The Jungle Book_(2016),20,Art Department_,Men,73
The Jungle Book_(2016),20,Art Department_,Other,1
The Jungle Book_(2016),20,Art Department_,Women,20
The Jungle Book_(2016),20,Art Direction by_,Men,4
The Jungle Book_(2016),20,Art Direction by_,Other,1
The Jungle Book_(2016),20,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),20,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),20,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),20,Casting By_,Women,1
The Jungle Book_(2016),20,Casting Department_,Men,5
The Jungle Book_(2016),20,Casting Department_,Other,1
The Jungle Book_(2016),20,Casting Department_,Women,5
The Jungle Book_(2016),20,Cinematography by_,Men,1
The Jungle Book_(2016),20,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),20,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),20,Costume Design by_,Women,1
The Jungle Book_(2016),20,Directed by_,Men,1
The Jungle Book_(2016),20,Editorial Department_,Men,17
The Jungle Book_(2016),20,Editorial Department_,Other,1
The Jungle Book_(2016),20,Editorial Department_,Women,6
The Jungle Book_(2016),20,Film Editing by_,Men,2
The Jungle Book_(2016),20,Location Management_,Men,1
The Jungle Book_(2016),20,Location Management_,Women,1
The Jungle Book_(2016),20,Makeup Department_,Men,2
The Jungle Book_(2016),20,Makeup Department_,Women,2
The Jungle Book_(2016),20,Music by_,Men,1
The Jungle Book_(2016),20,Music Department_,Men,28
The Jungle Book_(2016),20,Music Department_,Other,4
The Jungle Book_(2016),20,Music Department_,Women,13
The Jungle Book_(2016),20,Other crew_,Men,49
The Jungle Book_(2016),20,Other crew_,Other,5
The Jungle Book_(2016),20,Other crew_,Women,22
The Jungle Book_(2016),20,Produced by_,Men,4
The Jungle Book_(2016),20,Produced by_,Women,3
The Jungle Book_(2016),20,Production Design by_,Men,1
The Jungle Book_(2016),20,Production Management_,Men,10
The Jungle Book_(2016),20,Production Management_,Other,1
The Jungle Book_(2016),20,Production Management_,Women,6
The Jungle Book_(2016),20,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),20,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),20,Set Decoration by_,Women,1
The Jungle Book_(2016),20,Sound Department_,Men,36
The Jungle Book_(2016),20,Sound Department_,Women,5
The Jungle Book_(2016),20,Special Effects by_,Men,16
The Jungle Book_(2016),20,Special Effects by_,Other,1
The Jungle Book_(2016),20,Special Effects by_,Women,4
The Jungle Book_(2016),20,Stunts_,Men,17
The Jungle Book_(2016),20,Stunts_,Other,1
The Jungle Book_(2016),20,Stunts_,Women,2
The Jungle Book_(2016),20,Thanks_,Men,2
The Jungle Book_(2016),20,Thanks_,Other,1
The Jungle Book_(2016),20,Transportation Department_,Men,8
The Jungle Book_(2016),20,Transportation Department_,Women,1
The Jungle Book_(2016),20,Visual Effects by_,Men,888
The Jungle Book_(2016),20,Visual Effects by_,Other,80
The Jungle Book_(2016),20,Visual Effects by_,Women,252
The Jungle Book_(2016),20,Writing Credits _,Men,2
The Jungle Book_(2016),3,Animation Department_,Men,77
The Jungle Book_(2016),3,Animation Department_,Other,6
The Jungle Book_(2016),3,Animation Department_,Women,12
The Jungle Book_(2016),3,Art Department_,Men,73
The Jungle Book_(2016),3,Art Department_,Other,1
The Jungle Book_(2016),3,Art Department_,Women,20
The Jungle Book_(2016),3,Art Direction by_,Men,4
The Jungle Book_(2016),3,Art Direction by_,Other,1
The Jungle Book_(2016),3,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),3,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),3,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),3,Casting By_,Women,1
The Jungle Book_(2016),3,Casting Department_,Men,5
The Jungle Book_(2016),3,Casting Department_,Other,1
The Jungle Book_(2016),3,Casting Department_,Women,5
The Jungle Book_(2016),3,Cinematography by_,Men,1
The Jungle Book_(2016),3,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),3,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),3,Costume Design by_,Women,1
The Jungle Book_(2016),3,Directed by_,Men,1
The Jungle Book_(2016),3,Editorial Department_,Men,17
The Jungle Book_(2016),3,Editorial Department_,Other,1
The Jungle Book_(2016),3,Editorial Department_,Women,6
The Jungle Book_(2016),3,Film Editing by_,Men,2
The Jungle Book_(2016),3,Location Management_,Men,1
The Jungle Book_(2016),3,Location Management_,Women,1
The Jungle Book_(2016),3,Makeup Department_,Men,2
The Jungle Book_(2016),3,Makeup Department_,Women,2
The Jungle Book_(2016),3,Music by_,Men,1
The Jungle Book_(2016),3,Music Department_,Men,28
The Jungle Book_(2016),3,Music Department_,Other,4
The Jungle Book_(2016),3,Music Department_,Women,13
The Jungle Book_(2016),3,Other crew_,Men,49
The Jungle Book_(2016),3,Other crew_,Other,5
The Jungle Book_(2016),3,Other crew_,Women,22
The Jungle Book_(2016),3,Produced by_,Men,4
The Jungle Book_(2016),3,Produced by_,Women,3
The Jungle Book_(2016),3,Production Design by_,Men,1
The Jungle Book_(2016),3,Production Management_,Men,10
The Jungle Book_(2016),3,Production Management_,Other,1
The Jungle Book_(2016),3,Production Management_,Women,6
The Jungle Book_(2016),3,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),3,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),3,Set Decoration by_,Women,1
The Jungle Book_(2016),3,Sound Department_,Men,36
The Jungle Book_(2016),3,Sound Department_,Women,5
The Jungle Book_(2016),3,Special Effects by_,Men,16
The Jungle Book_(2016),3,Special Effects by_,Other,1
The Jungle Book_(2016),3,Special Effects by_,Women,4
The Jungle Book_(2016),3,Stunts_,Men,17
The Jungle Book_(2016),3,Stunts_,Other,1
The Jungle Book_(2016),3,Stunts_,Women,2
The Jungle Book_(2016),3,Thanks_,Men,2
The Jungle Book_(2016),3,Thanks_,Other,1
The Jungle Book_(2016),3,Transportation Department_,Men,8
The Jungle Book_(2016),3,Transportation Department_,Women,1
The Jungle Book_(2016),3,Visual Effects by_,Men,888
The Jungle Book_(2016),3,Visual Effects by_,Other,80
The Jungle Book_(2016),3,Visual Effects by_,Women,252
The Jungle Book_(2016),3,Writing Credits _,Men,2
The Jungle Book_(2016),9,Animation Department_,Men,77
The Jungle Book_(2016),9,Animation Department_,Other,6
The Jungle Book_(2016),9,Animation Department_,Women,12
The Jungle Book_(2016),9,Art Department_,Men,73
The Jungle Book_(2016),9,Art Department_,Other,1
The Jungle Book_(2016),9,Art Department_,Women,20
The Jungle Book_(2016),9,Art Direction by_,Men,4
The Jungle Book_(2016),9,Art Direction by_,Other,1
The Jungle Book_(2016),9,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),9,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),9,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),9,Casting By_,Women,1
The Jungle Book_(2016),9,Casting Department_,Men,5
The Jungle Book_(2016),9,Casting Department_,Other,1
The Jungle Book_(2016),9,Casting Department_,Women,5
The Jungle Book_(2016),9,Cinematography by_,Men,1
The Jungle Book_(2016),9,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),9,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),9,Costume Design by_,Women,1
The Jungle Book_(2016),9,Directed by_,Men,1
The Jungle Book_(2016),9,Editorial Department_,Men,17
The Jungle Book_(2016),9,Editorial Department_,Other,1
The Jungle Book_(2016),9,Editorial Department_,Women,6
The Jungle Book_(2016),9,Film Editing by_,Men,2
The Jungle Book_(2016),9,Location Management_,Men,1
The Jungle Book_(2016),9,Location Management_,Women,1
The Jungle Book_(2016),9,Makeup Department_,Men,2
The Jungle Book_(2016),9,Makeup Department_,Women,2
The Jungle Book_(2016),9,Music by_,Men,1
The Jungle Book_(2016),9,Music Department_,Men,28
The Jungle Book_(2016),9,Music Department_,Other,4
The Jungle Book_(2016),9,Music Department_,Women,13
The Jungle Book_(2016),9,Other crew_,Men,49
The Jungle Book_(2016),9,Other crew_,Other,5
The Jungle Book_(2016),9,Other crew_,Women,22
The Jungle Book_(2016),9,Produced by_,Men,4
The Jungle Book_(2016),9,Produced by_,Women,3
The Jungle Book_(2016),9,Production Design by_,Men,1
The Jungle Book_(2016),9,Production Management_,Men,10
The Jungle Book_(2016),9,Production Management_,Other,1
The Jungle Book_(2016),9,Production Management_,Women,6
The Jungle Book_(2016),9,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),9,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),9,Set Decoration by_,Women,1
The Jungle Book_(2016),9,Sound Department_,Men,36
The Jungle Book_(2016),9,Sound Department_,Women,5
The Jungle Book_(2016),9,Special Effects by_,Men,16
The Jungle Book_(2016),9,Special Effects by_,Other,1
The Jungle Book_(2016),9,Special Effects by_,Women,4
The Jungle Book_(2016),9,Stunts_,Men,17
The Jungle Book_(2016),9,Stunts_,Other,1
The Jungle Book_(2016),9,Stunts_,Women,2
The Jungle Book_(2016),9,Thanks_,Men,2
The Jungle Book_(2016),9,Thanks_,Other,1
The Jungle Book_(2016),9,Transportation Department_,Men,8
The Jungle Book_(2016),9,Transportation Department_,Women,1
The Jungle Book_(2016),9,Visual Effects by_,Men,888
The Jungle Book_(2016),9,Visual Effects by_,Other,80
The Jungle Book_(2016),9,Visual Effects by_,Women,252
The Jungle Book_(2016),9,Writing Credits _,Men,2
The Jungle Book_(2016),1220,Animation Department_,Men,77
The Jungle Book_(2016),1220,Animation Department_,Other,6
The Jungle Book_(2016),1220,Animation Department_,Women,12
The Jungle Book_(2016),1220,Art Department_,Men,73
The Jungle Book_(2016),1220,Art Department_,Other,1
The Jungle Book_(2016),1220,Art Department_,Women,20
The Jungle Book_(2016),1220,Art Direction by_,Men,4
The Jungle Book_(2016),1220,Art Direction by_,Other,1
The Jungle Book_(2016),1220,Camera and Electrical Department_,Men,68
The Jungle Book_(2016),1220,Camera and Electrical Department_,Other,1
The Jungle Book_(2016),1220,Camera and Electrical Department_,Women,8
The Jungle Book_(2016),1220,Casting By_,Women,1
The Jungle Book_(2016),1220,Casting Department_,Men,5
The Jungle Book_(2016),1220,Casting Department_,Other,1
The Jungle Book_(2016),1220,Casting Department_,Women,5
The Jungle Book_(2016),1220,Cinematography by_,Men,1
The Jungle Book_(2016),1220,Costume and Wardrobe Department_,Men,3
The Jungle Book_(2016),1220,Costume and Wardrobe Department_,Women,4
The Jungle Book_(2016),1220,Costume Design by_,Women,1
The Jungle Book_(2016),1220,Directed by_,Men,1
The Jungle Book_(2016),1220,Editorial Department_,Men,17
The Jungle Book_(2016),1220,Editorial Department_,Other,1
The Jungle Book_(2016),1220,Editorial Department_,Women,6
The Jungle Book_(2016),1220,Film Editing by_,Men,2
The Jungle Book_(2016),1220,Location Management_,Men,1
The Jungle Book_(2016),1220,Location Management_,Women,1
The Jungle Book_(2016),1220,Makeup Department_,Men,2
The Jungle Book_(2016),1220,Makeup Department_,Women,2
The Jungle Book_(2016),1220,Music by_,Men,1
The Jungle Book_(2016),1220,Music Department_,Men,28
The Jungle Book_(2016),1220,Music Department_,Other,4
The Jungle Book_(2016),1220,Music Department_,Women,13
The Jungle Book_(2016),1220,Other crew_,Men,49
The Jungle Book_(2016),1220,Other crew_,Other,5
The Jungle Book_(2016),1220,Other crew_,Women,22
The Jungle Book_(2016),1220,Produced by_,Men,4
The Jungle Book_(2016),1220,Produced by_,Women,3
The Jungle Book_(2016),1220,Production Design by_,Men,1
The Jungle Book_(2016),1220,Production Management_,Men,10
The Jungle Book_(2016),1220,Production Management_,Other,1
The Jungle Book_(2016),1220,Production Management_,Women,6
The Jungle Book_(2016),1220,Second Unit Director or Assistant Director_,Men,5
The Jungle Book_(2016),1220,Second Unit Director or Assistant Director_,Women,3
The Jungle Book_(2016),1220,Set Decoration by_,Women,1
The Jungle Book_(2016),1220,Sound Department_,Men,36
The Jungle Book_(2016),1220,Sound Department_,Women,5
The Jungle Book_(2016),1220,Special Effects by_,Men,16
The Jungle Book_(2016),1220,Special Effects by_,Other,1
The Jungle Book_(2016),1220,Special Effects by_,Women,4
The Jungle Book_(2016),1220,Stunts_,Men,17
The Jungle Book_(2016),1220,Stunts_,Other,1
The Jungle Book_(2016),1220,Stunts_,Women,2
The Jungle Book_(2016),1220,Thanks_,Men,2
The Jungle Book_(2016),1220,Thanks_,Other,1
The Jungle Book_(2016),1220,Transportation Department_,Men,8
The Jungle Book_(2016),1220,Transportation Department_,Women,1
The Jungle Book_(2016),1220,Visual Effects by_,Men,888
The Jungle Book_(2016),1220,Visual Effects by_,Other,80
The Jungle Book_(2016),1220,Visual Effects by_,Women,252
The Jungle Book_(2016),1220,Writing Credits _,Men,2
The Magnificent Seven_(2016),1,Sound Department_,Men,1
The Secret Life of Pets_(2016),83,Animation Department_,Men,58
The Secret Life of Pets_(2016),83,Animation Department_,Other,11
The Secret Life of Pets_(2016),83,Animation Department_,Women,14
The Secret Life of Pets_(2016),83,Art Department_,Men,28
The Secret Life of Pets_(2016),83,Art Department_,Other,1
The Secret Life of Pets_(2016),83,Art Department_,Women,2
The Secret Life of Pets_(2016),83,Art Direction by_,Men,1
The Secret Life of Pets_(2016),83,Casting Department_,Men,1
The Secret Life of Pets_(2016),83,Casting Department_,Women,1
The Secret Life of Pets_(2016),83,Directed by_,Men,1
The Secret Life of Pets_(2016),83,Directed by_,Other,1
The Secret Life of Pets_(2016),83,Editorial Department_,Men,8
The Secret Life of Pets_(2016),83,Editorial Department_,Other,1
The Secret Life of Pets_(2016),83,Editorial Department_,Women,6
The Secret Life of Pets_(2016),83,Film Editing by_,Men,1
The Secret Life of Pets_(2016),83,Music by_,Men,1
The Secret Life of Pets_(2016),83,Music Department_,Men,42
The Secret Life of Pets_(2016),83,Music Department_,Other,1
The Secret Life of Pets_(2016),83,Music Department_,Women,7
The Secret Life of Pets_(2016),83,Other crew_,Men,16
The Secret Life of Pets_(2016),83,Other crew_,Other,2
The Secret Life of Pets_(2016),83,Other crew_,Women,12
The Secret Life of Pets_(2016),83,Produced by_,Men,3
The Secret Life of Pets_(2016),83,Produced by_,Women,1
The Secret Life of Pets_(2016),83,Production Design by_,Men,1
The Secret Life of Pets_(2016),83,Production Management_,Men,3
The Secret Life of Pets_(2016),83,Production Management_,Women,5
The Secret Life of Pets_(2016),83,Sound Department_,Men,29
The Secret Life of Pets_(2016),83,Sound Department_,Other,1
The Secret Life of Pets_(2016),83,Sound Department_,Women,2
The Secret Life of Pets_(2016),83,Thanks_,Other,1
The Secret Life of Pets_(2016),83,Thanks_,Women,2
The Secret Life of Pets_(2016),83,Visual Effects by_,Men,36
The Secret Life of Pets_(2016),83,Visual Effects by_,Other,5
The Secret Life of Pets_(2016),83,Visual Effects by_,Women,10
The Secret Life of Pets_(2016),83,Writing Credits _,Men,2
The Secret Life of Pets_(2016),83,Writing Credits _,Other,1
The Secret Life of Pets_(2016),31,Animation Department_,Men,58
The Secret Life of Pets_(2016),31,Animation Department_,Other,11
The Secret Life of Pets_(2016),31,Animation Department_,Women,14
The Secret Life of Pets_(2016),31,Art Department_,Men,28
The Secret Life of Pets_(2016),31,Art Department_,Other,1
The Secret Life of Pets_(2016),31,Art Department_,Women,2
The Secret Life of Pets_(2016),31,Art Direction by_,Men,1
The Secret Life of Pets_(2016),31,Casting Department_,Men,1
The Secret Life of Pets_(2016),31,Casting Department_,Women,1
The Secret Life of Pets_(2016),31,Directed by_,Men,1
The Secret Life of Pets_(2016),31,Directed by_,Other,1
The Secret Life of Pets_(2016),31,Editorial Department_,Men,8
The Secret Life of Pets_(2016),31,Editorial Department_,Other,1
The Secret Life of Pets_(2016),31,Editorial Department_,Women,6
The Secret Life of Pets_(2016),31,Film Editing by_,Men,1
The Secret Life of Pets_(2016),31,Music by_,Men,1
The Secret Life of Pets_(2016),31,Music Department_,Men,42
The Secret Life of Pets_(2016),31,Music Department_,Other,1
The Secret Life of Pets_(2016),31,Music Department_,Women,7
The Secret Life of Pets_(2016),31,Other crew_,Men,16
The Secret Life of Pets_(2016),31,Other crew_,Other,2
The Secret Life of Pets_(2016),31,Other crew_,Women,12
The Secret Life of Pets_(2016),31,Produced by_,Men,3
The Secret Life of Pets_(2016),31,Produced by_,Women,1
The Secret Life of Pets_(2016),31,Production Design by_,Men,1
